2
Frequency=858(MHz)

Phi	Theta	Gain . dB
0.09817477042	-2.9919930034	-9.71294375100493
0.09817477042	-2.9421264534	-10.6385073272063
0.09817477042	-2.8922599033	-11.7274430915836
0.09817477042	-2.8423933532	-12.8214289279932
0.09817477042	-2.7925268032	-13.7211559922839
0.09817477042	-2.7426602531	-14.2978862806292
0.09817477042	-2.6927937031	-14.5810367975047
0.09817477042	-2.642927153	-14.7188583962026
0.09817477042	-2.593060603	-14.8408290112319
0.09817477042	-2.5431940529	-14.9766638608967
0.09817477042	-2.4933275028	-15.0618267374406
0.09817477042	-2.4434609528	-15.028685970892
0.09817477042	-2.3935944027	-14.8443000785334
0.09817477042	-2.3437278527	-14.5900325087511
0.09817477042	-2.2938613026	-14.389683608156
0.09817477042	-2.2439947526	-14.3684335050297
0.09817477042	-2.1941282025	-14.604548843062
0.09817477042	-2.1442616525	-15.1392170031681
0.09817477042	-2.0943951024	-15.9813060025048
0.09817477042	-2.0445285523	-17.0690235771611
0.09817477042	-1.9946620023	-18.2712546868009
0.09817477042	-1.9447954522	-19.3638971929263
0.09817477042	-1.8949289022	-20.1454036900115
0.09817477042	-1.8450623521	-20.6045887266899
0.09817477042	-1.7951958021	-20.8932898298221
0.09817477042	-1.745329252	-21.0784539030975
0.09817477042	-1.6954627019	-20.9681097258799
0.09817477042	-1.6455961519	-20.2459242993534
0.09817477042	-1.5957296018	-18.9097646947267
0.09817477042	-1.5458630518	-17.3369954624441
0.09817477042	-1.4959965017	-15.8844338073377
0.09817477042	-1.4461299517	-14.7331077460514
0.09817477042	-1.3962634016	-13.9360264583689
0.09817477042	-1.3463968515	-13.4904344796248
0.09817477042	-1.2965303015	-13.3535340985451
0.09817477042	-1.2466637514	-13.4419128029254
0.09817477042	-1.1967972014	-13.6098740716823
0.09817477042	-1.1469306513	-13.6442869757757
0.09817477042	-1.0970641013	-13.3377181954868
0.09817477042	-1.0471975512	-12.6332572257479
0.09817477042	-0.9973310011	-11.6596629599808
0.09817477042	-0.9474644511	-10.5968512728962
0.09817477042	-0.897597901	-9.57251842279654
0.09817477042	-0.847731351	-8.65366370085517
0.09817477042	-0.7978648009	-7.85580585282693
0.09817477042	-0.7479982509	-7.17675465817025
0.09817477042	-0.6981317008	-6.60338813115361
0.09817477042	-0.6482651507	-6.13061324123732
0.09817477042	-0.5983986007	-5.74498565081903
0.09817477042	-0.5485320506	-5.43958635760076
0.09817477042	-0.49866550057	-5.20151050473012
0.09817477042	-0.44879895051	-5.01026419273233
0.09817477042	-0.39893240046	-4.84487689389141
0.09817477042	-0.3490658504	-4.67954750447177
0.09817477042	-0.29919930034	-4.49615376394131
0.09817477042	-0.24933275028	-4.28953520110897
0.09817477042	-0.19946620023	-4.07006091497272
0.09817477042	-0.14959965017	-3.85998283532401
0.09817477042	-0.09973310011	-3.68716241863604
0.09817477042	-0.049866550057	-3.57942512959832
0.09817477042	0	-3.5523416936749
0.09817477042	0.049866550057	-3.61270265603708
0.09817477042	0.09973310011	-3.7556263708769
0.09817477042	0.14959965017	-3.96201120154785
0.09817477042	0.19946620023	-4.20586471905149
0.09817477042	0.24933275028	-4.45899447402774
0.09817477042	0.29919930034	-4.6958974173166
0.09817477042	0.3490658504	-4.90322359069887
0.09817477042	0.39893240046	-5.08963473989557
0.09817477042	0.44879895051	-5.27055495854883
0.09817477042	0.49866550057	-5.47405594829468
0.09817477042	0.5485320506	-5.72698340495559
0.09817477042	0.5983986007	-6.05250329052384
0.09817477042	0.6482651507	-6.46770791050682
0.09817477042	0.6981317008	-6.98807856455413
0.09817477042	0.7479982509	-7.62102808577695
0.09817477042	0.7978648009	-8.37862122355357
0.09817477042	0.847731351	-9.25922438439851
0.09817477042	0.897597901	-10.2465131410246
0.09817477042	0.9474644511	-11.2858840159024
0.09817477042	0.9973310011	-12.2685968948767
0.09817477042	1.0471975512	-13.0452666624684
0.09817477042	1.0970641013	-13.4840285709207
0.09817477042	1.1469306513	-13.6082038642019
0.09817477042	1.1967972014	-13.5794333225945
0.09817477042	1.2466637514	-13.598508429038
0.09817477042	1.2965303015	-13.8206832969692
0.09817477042	1.3463968515	-14.3424454245238
0.09817477042	1.3962634016	-15.2125961744075
0.09817477042	1.4461299517	-16.4206615635429
0.09817477042	1.4959965017	-17.8348593144656
0.09817477042	1.5458630518	-19.0810063924574
0.09817477042	1.5957296018	-19.6210199078841
0.09817477042	1.6455961519	-19.3170272957203
0.09817477042	1.6954627019	-18.6103268311351
0.09817477042	1.745329252	-17.9084746964772
0.09817477042	1.7951958021	-17.3161717123753
0.09817477042	1.8450623521	-16.733434625745
0.09817477042	1.8949289022	-16.0051020224162
0.09817477042	1.9447954522	-15.0820628043213
0.09817477042	1.9946620023	-14.0589232307704
0.09817477042	2.0445285523	-13.0927143280344
0.09817477042	2.0943951024	-12.3276330995624
0.09817477042	2.1442616525	-11.8484839067244
0.09817477042	2.1941282025	-11.7074017098609
0.09817477042	2.2439947526	-11.9333233329001
0.09817477042	2.2938613026	-12.5466836326615
0.09817477042	2.3437278527	-13.5573783688843
0.09817477042	2.3935944027	-14.94621149091
0.09817477042	2.4434609528	-16.6338446643876
0.09817477042	2.4933275028	-18.3698642363939
0.09817477042	2.5431940529	-19.7247317507071
0.09817477042	2.593060603	-20.3848607651031
0.09817477042	2.642927153	-20.4732559051035
0.09817477042	2.6927937031	-20.1788382419571
0.09817477042	2.7426602531	-19.3525182680713
0.09817477042	2.7925268032	-17.8130879372866
0.09817477042	2.8423933532	-15.8081112642735
0.09817477042	2.8922599033	-13.785188826721
0.09817477042	2.9421264534	-12.0148978072563
0.09817477042	2.9919930034	-10.6044540922885
0.09817477042	3.0418595535	-9.57577509019113
0.09817477042	3.0917261035	-8.92057236497667
0.09817477042	3.1415926536	-8.62340690353848
0.14726215564	-3.1415926536	-8.62402073191106
0.14726215564	-3.0917261035	-8.65427528377022
0.14726215564	-3.0418595535	-9.00858391037586
0.14726215564	-2.9919930034	-9.65099402610775
0.14726215564	-2.9421264534	-10.5370240378564
0.14726215564	-2.8922599033	-11.5653526218749
0.14726215564	-2.8423933532	-12.5826314837593
0.14726215564	-2.7925268032	-13.3982254158638
0.14726215564	-2.7426602531	-13.903233088356
0.14726215564	-2.6927937031	-14.1415963607203
0.14726215564	-2.642927153	-14.2593637564346
0.14726215564	-2.593060603	-14.3795840652682
0.14726215564	-2.5431940529	-14.5298561710219
0.14726215564	-2.4933275028	-14.6681746462094
0.14726215564	-2.4434609528	-14.7080308721747
0.14726215564	-2.3935944027	-14.6277223860676
0.14726215564	-2.3437278527	-14.4683871387788
0.14726215564	-2.2938613026	-14.3477936812808
0.14726215564	-2.2439947526	-14.3763953364779
0.14726215564	-2.1941282025	-14.6379292509021
0.14726215564	-2.1442616525	-15.1818170589553
0.14726215564	-2.0943951024	-16.0141725099369
0.14726215564	-2.0445285523	-17.0862994835726
0.14726215564	-1.9946620023	-18.2810518476531
0.14726215564	-1.9447954522	-19.4095603924692
0.14726215564	-1.8949289022	-20.2959393541842
0.14726215564	-1.8450623521	-20.9101927838103
0.14726215564	-1.7951958021	-21.3402564171504
0.14726215564	-1.745329252	-21.576824034219
0.14726215564	-1.6954627019	-21.3555583386559
0.14726215564	-1.6455961519	-20.3943392597508
0.14726215564	-1.5957296018	-18.854685936792
0.14726215564	-1.5458630518	-17.1912299554174
0.14726215564	-1.4959965017	-15.7261545238365
0.14726215564	-1.4461299517	-14.6050795847735
0.14726215564	-1.3962634016	-13.8514309705163
0.14726215564	-1.3463968515	-13.4514442046024
0.14726215564	-1.2965303015	-13.3528616593269
0.14726215564	-1.2466637514	-13.4720779707662
0.14726215564	-1.1967972014	-13.6477693523822
0.14726215564	-1.1469306513	-13.6579939814562
0.14726215564	-1.0970641013	-13.3093163207522
0.14726215564	-1.0471975512	-12.5700679384728
0.14726215564	-0.9973310011	-11.5798384048019
0.14726215564	-0.9474644511	-10.5277388323472
0.14726215564	-0.897597901	-9.53312098451218
0.14726215564	-0.847731351	-8.64574334987436
0.14726215564	-0.7978648009	-7.87801165898392
0.14726215564	-0.7479982509	-7.22390913807071
0.14726215564	-0.6981317008	-6.66993715093419
0.14726215564	-0.6482651507	-6.20761722405566
0.14726215564	-0.5983986007	-5.82716912928334
0.14726215564	-0.5485320506	-5.52067323563623
0.14726215564	-0.49866550057	-5.2759224485108
0.14726215564	-0.44879895051	-5.07649873082579
0.14726215564	-0.39893240046	-4.90187919011534
0.14726215564	-0.3490658504	-4.72627214539158
0.14726215564	-0.29919930034	-4.533072385814
0.14726215564	-0.24933275028	-4.31839899771737
0.14726215564	-0.19946620023	-4.09249023935697
0.14726215564	-0.14959965017	-3.87575139825222
0.14726215564	-0.09973310011	-3.6982253588432
0.14726215564	-0.049866550057	-3.5843779951416
0.14726215564	0	-3.55225980352611
0.14726215564	0.049866550057	-3.60859571596932
0.14726215564	0.09973310011	-3.74643543034848
0.14726215564	0.14959965017	-3.94905418907776
0.14726215564	0.19946620023	-4.18958341539568
0.14726215564	0.24933275028	-4.44074937106135
0.14726215564	0.29919930034	-4.67531006619863
0.14726215564	0.3490658504	-4.88231167152759
0.14726215564	0.39893240046	-5.06581063062274
0.14726215564	0.44879895051	-5.24499586888609
0.14726215564	0.49866550057	-5.4448605570366
0.14726215564	0.5485320506	-5.69141626818905
0.14726215564	0.5983986007	-6.01050153755782
0.14726215564	0.6482651507	-6.42058355772657
0.14726215564	0.6981317008	-6.93286418846375
0.14726215564	0.7479982509	-7.5614890901497
0.14726215564	0.7978648009	-8.31136104741387
0.14726215564	0.847731351	-9.18288846096788
0.14726215564	0.897597901	-10.1545778390099
0.14726215564	0.9474644511	-11.1656340360668
0.14726215564	0.9973310011	-12.1128433558183
0.14726215564	1.0471975512	-12.8408719532197
0.14726215564	1.0970641013	-13.2433692658118
0.14726215564	1.1469306513	-13.3525896207908
0.14726215564	1.1967972014	-13.3333507212945
0.14726215564	1.2466637514	-13.3740030862183
0.14726215564	1.2965303015	-13.6195842481572
0.14726215564	1.3463968515	-14.150101542506
0.14726215564	1.3962634016	-15.0039776563251
0.14726215564	1.4461299517	-16.1329736189206
0.14726215564	1.4959965017	-17.3421775907544
0.14726215564	1.5458630518	-18.2392526471605
0.14726215564	1.5957296018	-18.428104671302
0.14726215564	1.6455961519	-17.9694305381906
0.14726215564	1.6954627019	-17.2808734683992
0.14726215564	1.745329252	-16.6637382698265
0.14726215564	1.7951958021	-16.1753927751025
0.14726215564	1.8450623521	-15.7127358373364
0.14726215564	1.8949289022	-15.121536511547
0.14726215564	1.9447954522	-14.3350432331344
0.14726215564	1.9946620023	-13.4232891425897
0.14726215564	2.0445285523	-12.539365423415
0.14726215564	2.0943951024	-11.8182793055595
0.14726215564	2.1442616525	-11.3622338102656
0.14726215564	2.1941282025	-11.2242570920431
0.14726215564	2.2439947526	-11.4399762538745
0.14726215564	2.2938613026	-12.0333666729704
0.14726215564	2.3437278527	-13.0207633527043
0.14726215564	2.3935944027	-14.3957032333963
0.14726215564	2.4434609528	-16.1043521960287
0.14726215564	2.4933275028	-17.9677458307227
0.14726215564	2.5431940529	-19.5957191100195
0.14726215564	2.593060603	-20.5734092892099
0.14726215564	2.642927153	-20.8392931035714
0.14726215564	2.6927937031	-20.543768099198
0.14726215564	2.7426602531	-19.605850756942
0.14726215564	2.7925268032	-17.9515282817216
0.14726215564	2.8423933532	-15.8785818036259
0.14726215564	2.8922599033	-13.8240382553016
0.14726215564	2.9421264534	-12.044002917097
0.14726215564	2.9919930034	-10.6301908938703
0.14726215564	3.0418595535	-9.59406187646363
0.14726215564	3.0917261035	-8.93003171947923
0.14726215564	3.1415926536	-8.62402073191106
0.19634954085	-3.1415926536	-8.62359088161141
0.19634954085	-3.0917261035	-8.64084026985485
0.19634954085	-3.0418595535	-8.97190437229001
0.19634954085	-2.9919930034	-9.58527705694996
0.19634954085	-2.9421264534	-10.4290152327157
0.19634954085	-2.8922599033	-11.3956166801688
0.19634954085	-2.8423933532	-12.3348032214906
0.19634954085	-2.7925268032	-13.0714801985611
0.19634954085	-2.7426602531	-13.5122653747098
0.19634954085	-2.6927937031	-13.7125221306147
0.19634954085	-2.642927153	-13.8146544683138
0.19634954085	-2.593060603	-13.927839902953
0.19634954085	-2.5431940529	-14.0935010829926
0.19634954085	-2.4933275028	-14.2584921531267
0.19634954085	-2.4434609528	-14.3683534555903
0.19634954085	-2.3935944027	-14.3661535178698
0.19634954085	-2.3437278527	-14.2996713954501
0.19634954085	-2.2938613026	-14.2511774599311
0.19634954085	-2.2439947526	-14.3264465388214
0.19634954085	-2.1941282025	-14.6107419184434
0.19634954085	-2.1442616525	-15.1485786856794
0.19634954085	-2.0943951024	-15.947136186163
0.19634954085	-2.0445285523	-16.9599610719291
0.19634954085	-1.9946620023	-18.0833838142667
0.19634954085	-1.9447954522	-19.1634501482995
0.19634954085	-1.8949289022	-20.0695716269447
0.19634954085	-1.8450623521	-20.7773194908392
0.19634954085	-1.7951958021	-21.3274931278065
0.19634954085	-1.745329252	-21.6276167603029
0.19634954085	-1.6954627019	-21.3457518664984
0.19634954085	-1.6455961519	-20.2470092959383
0.19634954085	-1.5957296018	-18.6139852159106
0.19634954085	-1.5458630518	-16.9300442707565
0.19634954085	-1.4959965017	-15.4957652819218
0.19634954085	-1.4461299517	-14.4122614983505
0.19634954085	-1.3962634016	-13.7033340279776
0.19634954085	-1.3463968515	-13.3483404404719
0.19634954085	-1.2965303015	-13.2915513639242
0.19634954085	-1.2466637514	-13.4338969007135
0.19634954085	-1.1967972014	-13.6119287707613
0.19634954085	-1.1469306513	-13.5993473797435
0.19634954085	-1.0970641013	-13.2137559230215
0.19634954085	-1.0471975512	-12.4478811680795
0.19634954085	-0.9973310011	-11.4571330624255
0.19634954085	-0.9474644511	-10.4262560911774
0.19634954085	-0.897597901	-9.46497696383106
0.19634954085	-0.847731351	-8.61314092837075
0.19634954085	-0.7978648009	-7.88252521547387
0.19634954085	-0.7479982509	-7.25915588518651
0.19634954085	-0.6981317008	-6.72925500019472
0.19634954085	-0.6482651507	-6.27996962022204
0.19634954085	-0.5983986007	-5.90735564918577
0.19634954085	-0.5485320506	-5.60005474536474
0.19634954085	-0.49866550057	-5.3494030873952
0.19634954085	-0.44879895051	-5.14114634028316
0.19634954085	-0.39893240046	-4.95516639791246
0.19634954085	-0.3490658504	-4.76866887076875
0.19634954085	-0.29919930034	-4.56742756117969
0.19634954085	-0.24933275028	-4.34587433085853
0.19634954085	-0.19946620023	-4.11178733865137
0.19634954085	-0.14959965017	-3.89047744385421
0.19634954085	-0.09973310011	-3.70730478358225
0.19634954085	-0.049866550057	-3.58977966968103
0.19634954085	0	-3.55210149396925
0.19634954085	0.049866550057	-3.6038035573942
0.19634954085	0.09973310011	-3.73659057262153
0.19634954085	0.14959965017	-3.93487361382011
0.19634954085	0.19946620023	-4.17238867753487
0.19634954085	0.24933275028	-4.41993804534557
0.19634954085	0.29919930034	-4.65277948147567
0.19634954085	0.3490658504	-4.85788086925818
0.19634954085	0.39893240046	-5.0387764902322
0.19634954085	0.44879895051	-5.21470860820972
0.19634954085	0.49866550057	-5.40928466912476
0.19634954085	0.5485320506	-5.65094111076145
0.19634954085	0.5983986007	-5.96337699626813
0.19634954085	0.6482651507	-6.36414227844492
0.19634954085	0.6981317008	-6.86899476521612
0.19634954085	0.7479982509	-7.48736377050302
0.19634954085	0.7978648009	-8.22850969469983
0.19634954085	0.847731351	-9.08405348080467
0.19634954085	0.897597901	-10.0334040565145
0.19634954085	0.9474644511	-11.0151791244326
0.19634954085	0.9973310011	-11.9134624952987
0.19634954085	1.0471975512	-12.5883916046884
0.19634954085	1.0970641013	-12.951961119291
0.19634954085	1.1469306513	-13.0436635228719
0.19634954085	1.1967972014	-13.0285049714844
0.19634954085	1.2466637514	-13.0821425109937
0.19634954085	1.2965303015	-13.3395761788379
0.19634954085	1.3463968515	-13.8760718298359
0.19634954085	1.3962634016	-14.6944760288499
0.19634954085	1.4461299517	-15.7298526274883
0.19634954085	1.4959965017	-16.7477150624062
0.19634954085	1.5458630518	-17.3708173650786
0.19634954085	1.5957296018	-17.3270170636926
0.19634954085	1.6455961519	-16.7901929083027
0.19634954085	1.6954627019	-16.1300502533243
0.19634954085	1.745329252	-15.5697721015321
0.19634954085	1.7951958021	-15.1494824794926
0.19634954085	1.8450623521	-14.7716225304629
0.19634954085	1.8949289022	-14.290624867452
0.19634954085	1.9447954522	-13.6300225646475
0.19634954085	1.9946620023	-12.8258446691389
0.19634954085	2.0445285523	-12.0157050126404
0.19634954085	2.0943951024	-11.3406384279926
0.19634954085	2.1442616525	-10.9047977264759
0.19634954085	2.1941282025	-10.7692366332652
0.19634954085	2.2439947526	-10.9704279658523
0.19634954085	2.2938613026	-11.5363520959349
0.19634954085	2.3437278527	-12.4855670445198
0.19634954085	2.3935944027	-13.8225801649134
0.19634954085	2.4434609528	-15.5065054910345
0.19634954085	2.4933275028	-17.407393657021
0.19634954085	2.5431940529	-19.1996792920349
0.19634954085	2.593060603	-20.4424489838413
