2
Frequency=2440(MHz)

Phi	Theta	Gain . dB
0.09817477042	-1.1469306513	-0.105940073356881
0.09817477042	-1.0970641013	0.124982506214426
0.09817477042	-1.0471975512	-0.292749469131148
0.09817477042	-0.9973310011	-1.25867768105996
0.09817477042	-0.9474644511	-2.38366990440775
0.09817477042	-0.897597901	-2.68016739656387
0.09817477042	-0.847731351	-1.46600028424674
0.09817477042	-0.7978648009	0.453294284939516
0.09817477042	-0.7479982509	2.2176719230915
0.09817477042	-0.6981317008	3.56243403537319
0.09817477042	-0.6482651507	4.47122217686628
0.09817477042	-0.5983986007	5.00310555712348
0.09817477042	-0.5485320506	5.21750292070171
0.09817477042	-0.49866550057	5.1737414980316
0.09817477042	-0.44879895051	4.91700359634255
0.09817477042	-0.39893240046	4.477434503654
0.09817477042	-0.3490658504	3.85893794979653
0.09817477042	-0.29919930034	3.02051421963011
0.09817477042	-0.24933275028	1.8574921972184
0.09817477042	-0.19946620023	0.22396763161196
0.09817477042	-0.14959965017	-2.11424357186081
0.09817477042	-0.09973310011	-5.41806882452861
0.09817477042	-0.049866550057	-8.73042559825896
0.09817477042	0	-7.28230396505348
0.09817477042	0.049866550057	-3.65877781048942
0.09817477042	0.09973310011	-0.949579474784751
0.09817477042	0.14959965017	0.864314134049235
0.09817477042	0.19946620023	2.04565268929531
0.09817477042	0.24933275028	2.79096670167292
0.09817477042	0.29919930034	3.26742234995627
0.09817477042	0.3490658504	3.60029728683084
0.09817477042	0.39893240046	3.88552987808123
0.09817477042	0.44879895051	4.14514210364784
0.09817477042	0.49866550057	4.33891938529576
0.09817477042	0.5485320506	4.38830243419103
0.09817477042	0.5983986007	4.19733620125203
0.09817477042	0.6482651507	3.67409061818352
0.09817477042	0.6981317008	2.72480800658915
0.09817477042	0.7479982509	1.26954900902089
0.09817477042	0.7978648009	-0.737301707055039
0.09817477042	0.847731351	-3.09656283823215
0.09817477042	0.897597901	-4.74249195325385
0.09817477042	0.9474644511	-4.34196258006096
0.09817477042	0.9973310011	-2.89611866088571
0.09817477042	1.0471975512	-1.75602445045256
0.09817477042	1.0970641013	-1.30832417894676
0.09817477042	1.1469306513	-1.61118214319725
0.09817477042	1.1967972014	-2.67469228982028
0.09817477042	1.2466637514	-4.41046051822741
0.09817477042	1.2965303015	-6.15706624456221
0.09817477042	1.3463968515	-6.17170881228358
0.09817477042	1.3962634016	-4.33892694296877
0.09817477042	1.4461299517	-2.41076289491691
0.09817477042	1.4959965017	-1.10619830094515
0.09817477042	1.5458630518	-0.520513589934761
0.09817477042	1.5957296018	-0.654233809855729
0.09817477042	1.6455961519	-1.55834946062479
0.09817477042	1.6954627019	-3.39532262034022
0.09817477042	1.745329252	-6.5850453400274
0.09817477042	1.7951958021	-12.126551907934
0.09817477042	1.8450623521	-16.0454463029866
0.09817477042	1.8949289022	-9.81841493061364
0.09817477042	1.9447954522	-5.98256070322637
0.09817477042	1.9946620023	-3.96371239084719
0.09817477042	2.0445285523	-3.07460074589204
0.09817477042	2.0943951024	-3.04988934338584
0.09817477042	2.1442616525	-3.80483578900629
0.09817477042	2.1941282025	-5.35709733791922
0.09817477042	2.2439947526	-7.75491177612343
0.09817477042	2.2938613026	-10.7019424915804
0.09817477042	2.3437278527	-12.0660048870505
0.09817477042	2.3935944027	-10.2505253305716
0.09817477042	2.4434609528	-7.90055629798638
0.09817477042	2.4933275028	-6.141125016964
0.09817477042	2.5431940529	-4.89675187690319
0.09817477042	2.593060603	-3.94654599557996
0.09817477042	2.642927153	-3.10990519640983
0.09817477042	2.6927937031	-2.30553113169493
0.09817477042	2.7426602531	-1.5524953894111
0.09817477042	2.7925268032	-0.928278913918537
0.09817477042	2.8423933532	-0.51840337732986
0.09817477042	2.8922599033	-0.39109120600711
0.09817477042	2.9421264534	-0.592514043739311
0.09817477042	2.9919930034	-1.14530599878382
0.09817477042	3.0418595535	-2.03765575992016
0.09817477042	3.0917261035	-3.17382294502023
0.09817477042	3.1415926536	-4.28047678991119
0.14726215564	-3.1415926536	-4.28058519627249
0.14726215564	-3.0917261035	-4.95971702375777
0.14726215564	-3.0418595535	-4.79643761486
0.14726215564	-2.9919930034	-4.00742222695594
0.14726215564	-2.9421264534	-3.08472092465578
0.14726215564	-2.8922599033	-2.33531952366996
0.14726215564	-2.8423933532	-1.85861308616834
0.14726215564	-2.7925268032	-1.66749204680439
0.14726215564	-2.7426602531	-1.74477841041902
0.14726215564	-2.6927937031	-2.08178832989693
0.14726215564	-2.642927153	-2.69679046872678
0.14726215564	-2.593060603	-3.66099082368605
0.14726215564	-2.5431940529	-5.12658540009831
0.14726215564	-2.4933275028	-7.39279982045275
0.14726215564	-2.4434609528	-11.1293956368994
0.14726215564	-2.3935944027	-17.58035505696
0.14726215564	-2.3437278527	-15.9775443200598
0.14726215564	-2.2938613026	-9.66658616434887
0.14726215564	-2.2439947526	-6.01429167036501
0.14726215564	-2.1941282025	-3.83576752505471
0.14726215564	-2.1442616525	-2.64013652781804
0.14726215564	-2.0943951024	-2.25601897832726
0.14726215564	-2.0445285523	-2.67028885295558
